ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
1.3734649300007873e+133	26.096	6.5	24.462	17.568	0.2025918056605425	0	0	157	10	144	105	3	3	3	2	41	0	42.06148958206177	500	42.06148958206177	
7.17725203296699e+31	23.464	7.786743515850144	17.14121037463977	12.262247838616714	0.2025918056605425	1	154	142	37.0	122.0	86.0	2	2.0	2.0	1.0	48	0	0.16965079307556152	1000	42.23114037513733	
1.1618895833435864e+58	25.628	7.958837772397095	17.152542372881356	12.276029055690072	0.2009589706682959	2	242	93	28.0	76.0	56.0	2	2.0	2.0	1.0	50	0	0.12370705604553223	1500	42.35484743118286	
3550812040032052.0	27.346	7.818807339449541	16.36697247706422	11.740825688073395	0.1993582855814172	3	307	97	27.0	76.0	56.0	2	2.0	2.0	1.0	53	0	0.12163615226745605	2000	42.47648358345032	
5.14684822218014e+20	29.812	8.079822616407982	17.11308203991131	12.365853658536585	0.1900559495554859	4	357	100	27.0	97.0	65.0	3	2.0	2.0	1.0	56	0	0.16256475448608398	2500	42.6390483379364	
3.585970640669478e+87	32.58	8.537280701754385	17.736842105263158	12.960526315789474	0.1900559495554859	5	402	108	27.0	81.0	57.0	1	2.0	2.0	1.0	59	0	0.16356253623962402	3000	42.802610874176025	
9.482236074833371e+36	37.53	9.068893528183716	19.98329853862213	14.563674321503132	0.1885514838512606	6	424	119	29.0	83.0	60.0	4	2.0	2.0	1.0	61	0	0.1466670036315918	3500	42.94927787780762	
1.7026911866858734	41.438	10.053497942386832	22.720164609053498	16.69753086419753	0.1885514838512606	7	439	127	28.0	118.0	84.0	5	2.0	2.0	1.0	67	0	0.19242382049560547	4000	43.14170169830322	
4.762215862780462e+39	45.488	10.633474576271187	24.201271186440678	17.860169491525422	0.18555279835058713	8	468	129	33.0	121.0	86.0	3	2.0	2.0	1.0	71	0	0.20545053482055664	4500	43.34715223312378	
7.741888567751236	52.26	10.891891891891891	27.66735966735967	20.13097713097713	0.18555279835058713	9	488	139	31.0	150.0	107.0	7	2.0	2.0	1.0	77	0	0.2234039306640625	5000	43.57055616378784	
1.743354609993821	54.92	11.307692307692308	28.925155925155924	21.103950103950105	0.18555279835058713	10	508	142	29.0	129.0	95.0	6	2.0	2.0	1.0	80	0	0.23437166213989258	5500	43.804927825927734	
1.7723462463940236	57.84	11.431492842535787	29.621676891615543	21.58282208588957	0.18472851311815447	11	519	138	31.0	124.0	88.0	11	2.0	2.0	1.0	84	0	0.19448041915893555	6000	43.99940824508667	
1.3738580782093692	58.086	10.881390593047035	27.12678936605317	19.791411042944784	0.18472851311815447	12	531	143	33.0	118.0	84.0	8	2.0	2.0	1.0	88	0	0.20052027702331543	6500	44.199928522109985	
1.4357461306607995	60.854	11.70242914979757	31.058704453441294	22.686234817813766	0.18472851311815447	13	538	157	34.0	162.0	118.0	6	2.0	2.0	1.0	91	0	0.21038007736206055	7000	44.410308599472046	
2.043402842461345	65.4	12.184584178498985	33.190669371196755	24.227180527383368	0.18472851311815447	14	545	165	36.0	162.0	120.0	14	2.0	2.0	1.0	93	0	0.21727252006530762	7500	44.62758111953735	
0.9809849492761705	69.122	13.122983870967742	38.11088709677419	27.844758064516128	0.18472851311815447	15	549	176	41.0	178.0	131.0	11	2.0	2.0	1.0	96	0	0.23135733604431152	8000	44.858938455581665	
22173127.802536275	71.792	13.554192229038854	39.40081799591002	28.779141104294478	0.18472851311815447	16	561	181	39.0	208.0	155.0	7	2.0	2.0	1.0	102	0	0.23337650299072266	8500	45.09231495857239	
0.42843722911402143	76.162	14.408997955010225	44.09406952965235	32.210633946830264	0.18472851311815447	17	573	192	38.0	169.0	123.0	7	2.0	2.0	1.0	107	0	0.25232410430908203	9000	45.34463906288147	
0.6481365036996548	76.5	13.971311475409836	43.19877049180328	31.43032786885246	0.18472851311815447	18	586	190	35.0	198.0	145.0	12	2.0	2.0	1.0	115	0	0.25628042221069336	9500	45.60091948509216	
0.8738251499706579	78.652	14.496932515337424	44.63394683026585	32.6359918200409	0.18472851311815447	19	598	185	42.0	225.0	162.0	11	2.0	2.0	1.0	122	0	0.2563502788543701	10000	45.85726976394653	
