ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
28.96344811425235	35.826	8.018480492813142	14.819301848049282	10.987679671457906	0.03471291666734254	41	1307	105	17.0	55.0	39.0	5	2.0	2.0	1.0	111	0	0.14013981819152832	21000	5.7788097858428955	12955	38.3095238095238	
18.425002510139414	36.636	8.054054054054054	14.461538461538462	10.787941787941788	0.03471291666734254	42	1327	107	17.0	53.0	39.0	8	2.0	2.0	1.0	111	0	0.19808483123779297	21500	5.9768946170806885	13249	38.37674418604651	
154.9816428870125	37.352	7.954356846473029	14.599585062240664	10.836099585062241	0.03471291666734254	43	1346	94	17.0	63.0	44.0	7	2.0	2.0	1.0	111	0	0.23284196853637695	22000	6.209736585617065	13544	38.43636363636364	
69.8422590291086	39.644	8.15495867768595	15.144628099173554	11.24793388429752	0.03471291666734254	44	1363	120	17.0	88.0	62.0	5	2.0	2.0	1.0	113	0	0.15889835357666016	22500	6.368634939193726	13857	38.413333333333334	
5.861447806706376e+64	38.796	8.4258872651357	16.37578288100209	12.135699373695198	0.03471291666734254	45	1385	98	17.0	75.0	55.0	5	2.0	2.0	1.0	114	0	0.14937973022460938	23000	6.518014669418335	14173	38.37826086956522	
1.54727015467198e+79	40.986	8.67223382045929	17.045929018789145	12.680584551148225	0.03471291666734254	46	1407	121	17.0	73.0	55.0	5	2.0	2.0	1.0	119	0	0.1287062168121338	23500	6.646720886230469	14482	38.374468085106386	
1.635332677696173e+261	39.282	8.236024844720497	15.20496894409938	11.329192546583851	0.03471291666734254	47	1425	126	17.0	73.0	55.0	7	2.0	2.0	1.0	120	0	0.12546801567077637	24000	6.772188901901245	14779	38.420833333333334	
298.1547755976764	38.762	7.972689075630252	15.281512605042018	11.292016806722689	0.03412462355884417	48	1450	122	17.0	74.0	56.0	2	2.0	2.0	1.0	121	0	0.12137675285339355	24500	6.893565654754639	15077	38.46122448979592	
1.0072542425582868e+23	37.484	8.146443514644352	15.510460251046025	11.52510460251046	0.03412462355884417	49	1473	124	17.0	63.0	45.0	5	2.0	2.0	1.0	124	0	0.1285848617553711	25000	7.02215051651001	15370	38.519999999999996	
864887256102341.2	38.116	8.223628691983123	15.529535864978904	11.525316455696203	0.03412462355884417	50	1500	91	17.0	83.0	58.0	2	2.0	2.0	1.0	124	0	0.12648940086364746	25500	7.148639917373657	15676	38.52549019607843	
